contigName	contigLen	totalAvgDepth	totalAvgDepth_var
ctg_360	47155	86.8552	8.6855
ctg_1282	51689	46.6508	4.6651
ctg_1869	6242	20.4711	2.0471
ctg_554	5822	51.1749	5.1175
ctg_167	46829	34.4442	3.4444
ctg_1294	49572	54.3388	5.4339
ctg_1777	52099	128.2895	12.8289
ctg_1877	6345	19.3902	1.939
ctg_1095	11748	153.5457	15.3546
ctg_766	7133	159.7657	15.9766
ctg_2050	45773	33.8397	3.384
ctg_2256	62318	106.3929	10.6393
ctg_226	45116	92.5959	9.2596
ctg_446	5909	52.1073	5.2107
ctg_1693	10294	72.462	7.2462
ctg_1314	29578	56.0217	5.6022
ctg_1518	5943	129.2707	12.9271
ctg_426	7389	52.5239	5.2524
ctg_1863	5060	16.3841	1.6384
ctg_2201	9243	66.5669	6.6567
ctg_242	47357	90.2872	9.0287
ctg_1748	49439	110.5878	11.0588
ctg_1191	5027	21.3162	2.1316
ctg_1720	42333	131.2191	13.1219
ctg_1573	2194	24.8148	2.4815
ctg_2065	54446	37.0557	3.7056
ctg_1404	19200	76.6718	7.6672
ctg_274	55319	79.4995	7.9499
ctg_339	46276	87.1894	8.7189
ctg_1914	7481	82.9475	8.2948
ctg_427	17138	56.707	5.6707
ctg_7	52094	59.5686	5.9569
ctg_227	41202	106.9258	10.6926
ctg_25	52096	60.1823	6.0182
ctg_316	54370	92.1872	9.2187
ctg_244	51228	87.2596	8.726
ctg_1537	3600	24.5438	2.4544
ctg_1303	52277	42.5796	4.258
ctg_582	5347	56.4395	5.644
ctg_79	54004	65.3985	6.5399
ctg_2089	10752	101.4716	10.1472
ctg_964	43524	108.6539	10.8654
ctg_1717	16701	7.0698	0.707
ctg_2187	2543	86.0635	8.6063
ctg_40	47611	65.4276	6.5428
ctg_930	9314	42.7998	4.28
ctg_1637	5060	23.6994	2.3699
ctg_2123	2852	97.7965	9.7797
ctg_1800	6922	22.876	2.2876
ctg_816	5031	155.6742	15.5674
ctg_2241	46950	127.4653	12.7465
ctg_2058	48728	35.6046	3.5605
ctg_1750	55107	98.647	9.8647
ctg_1600	13039	23.1214	2.3121
ctg_724	20798	23.8531	2.3853
ctg_1555	4646	27.9379	2.7938
ctg_1954	6157	81.0351	8.1035
ctg_275	45803	85.3091	8.5309
ctg_1127	46614	12.7143	1.2714
ctg_178	44946	108.0035	10.8004
ctg_2028	40219	116.2053	11.6205
ctg_1115	46072	13.9838	1.3984
ctg_311	53652	77.8016	7.7802
ctg_632	20121	60.6515	6.0652
ctg_1061	2500	135.8117	13.5812
ctg_1063	3810	149.832	14.9832
ctg_2076	54747	36.5513	3.6551
ctg_978	53643	120.9038	12.0904
ctg_470	5766	52.7107	5.2711
ctg_250	58212	87.9272	8.7927
ctg_573	9387	66.7727	6.6773
ctg_1559	4054	27.1385	2.7139
ctg_2005	43550	112.5541	11.2554
ctg_1678	6751	78.3746	7.8375
ctg_841	7807	135.0768	13.5077
ctg_1561	3146	25.4294	2.5429
ctg_185	47290	122.8112	12.2811
ctg_217	44551	85.107	8.5107
ctg_1100	2664	141.3857	14.1386
ctg_550	9389	52.7958	5.2796
ctg_1309	54263	47.6662	4.7666
ctg_1536	4773	21.7698	2.177
ctg_1077	3221	117.2041	11.7204
ctg_1797	5672	19.5607	1.9561
ctg_1298	52401	48.525	4.8525
ctg_1716	57565	6.7787	0.6779
ctg_2033	42264	22.5156	2.2516
ctg_1098	5376	136.9176	13.6918
ctg_509	16901	57.765	5.7765
ctg_1967	18254	20.5264	2.0526
ctg_1024	12360	10.7069	1.0707
ctg_1162	13778	137.226	13.7226
ctg_669	13900	59.6181	5.9618
ctg_1593	2048	23.3124	2.3312
ctg_1312	60036	51.239	5.1239
ctg_1961	55680	170.9014	17.0901
ctg_1054	40308	100.031	10.0031
ctg_2192	3259	73.9276	7.3928
ctg_1854	7582	21.5145	2.1514
ctg_844	17641	118.2391	11.8239
ctg_1344	52984	88.2715	8.8271
ctg_236	53452	101.7142	10.1714
ctg_1449	5961	6.6938	0.6694
ctg_1271	46805	56.0495	5.6049
ctg_1440	23744	7.6789	0.7679
ctg_2263	4437	108.357	10.8357
ctg_747	5577	157.1444	15.7144
ctg_1625	3191	24.7863	2.4786
ctg_655	11013	64.7671	6.4767
ctg_1595	6259	24.026	2.4026
ctg_791	7125	146.9879	14.6988
ctg_1615	2056	27.0994	2.7099
ctg_2211	8235	66.2978	6.6298
ctg_1734	34154	89.5829	8.9583
ctg_1882	5427	19.9085	1.9908
ctg_1185	8317	19.9079	1.9908
ctg_1244	8820	19.5689	1.9569
ctg_789	7139	141.2267	14.1227
ctg_911	5830	43.3312	4.3331
ctg_796	6317	140.9433	14.0943
ctg_749	10007	143.328	14.3328
ctg_817	5609	167.0357	16.7036
ctg_408	6190	53.7393	5.3739
ctg_674	5085	59.8425	5.9842
ctg_162	53711	26.8624	2.6862
ctg_1278	44739	46.2987	4.6299
ctg_1203	5309	22.3865	2.2386
ctg_496	11523	60.7011	6.0701
ctg_416	15957	56.7262	5.6726
ctg_1313	49721	51.3944	5.1394
ctg_535	14415	61.1249	6.1125
ctg_923	7178	46.9044	4.6904
ctg_2083	37382	41.3067	4.1307
ctg_1582	14831	18.346	1.8346
ctg_1659	2367	25.7386	2.5739
ctg_146	51259	30.3643	3.0364
ctg_623	10373	54.505	5.4505
ctg_1398	41945	75.5704	7.557
ctg_1338	52511	68.7674	6.8767
ctg_970	17127	110.2884	11.0288
ctg_1002	2206	14.5006	1.4501
ctg_73	61816	65.65	6.565
ctg_1910	15459	88.1094	8.8109
ctg_477	6850	56.5067	5.6507
ctg_1441	5335	7.1568	0.7157
ctg_424	6102	60.7181	6.0718
ctg_139	51001	26.9722	2.6972
ctg_406	7401	60.6675	6.0667
ctg_115	53244	31.2366	3.1237
ctg_493	10560	50.958	5.0958
ctg_2140	2166	89.7942	8.9794
ctg_571	8287	58.9301	5.893
ctg_1978	6885	18.9703	1.897
ctg_1667	7818	19.1793	1.9179
ctg_2276	3584	101.1093	10.1109
ctg_1677	9380	84.8078	8.4808
ctg_2216	48447	118.0557	11.8056
ctg_1416	4608	72.1906	7.2191
ctg_1193	6021	20.5017	2.0502
ctg_1486	5357	109.2368	10.9237
ctg_293	55574	88.9504	8.895
ctg_1884	5572	18.2206	1.8221
ctg_1297	51635	57.4316	5.7432
ctg_370	45794	90.7557	9.0756
ctg_2120	3086	101.3492	10.1349
ctg_1147	41213	13.928	1.3928
ctg_1638	4639	29.7547	2.9755
ctg_664	8242	52.6537	5.2654
ctg_2186	3315	103.7	10.37
ctg_905	3010	45.0188	4.5019
ctg_1232	5655	22.6082	2.2608
ctg_1448	5064	5.6783	0.5678
ctg_1333	46328	87.7768	8.7777
ctg_233	48124	88.6083	8.8608
ctg_955	48572	67.2095	6.721
ctg_1533	2478	25.6353	2.5635
ctg_429	16164	60.6977	6.0698
ctg_1545	8171	25.4918	2.5492
ctg_885	8451	14.1317	1.4132
ctg_1381	40836	72.4957	7.2496
ctg_363	47236	106.7131	10.6713
ctg_1182	6954	19.9885	1.9989
ctg_1254	6157	22.4014	2.2401
ctg_508	6096	65.5847	6.5585
ctg_2286	5160	117.9195	11.792
ctg_419	8760	67.8321	6.7832
ctg_160	50761	35.1116	3.5112
ctg_1427	12703	68.9444	6.8944
ctg_2189	22193	62.5802	6.258
ctg_65	52292	62.2767	6.2277
ctg_1419	3538	43.3493	4.3349
ctg_1946	7279	66.1213	6.6121
ctg_1362	44972	71.412	7.1412
ctg_1417	3543	60.416	6.0416
ctg_1435	36814	67.4986	6.7499
ctg_2104	4506	105.6551	10.5655
ctg_213	58122	96.8938	9.6894
ctg_1332	47039	73.7588	7.3759
ctg_431	5862	61.1036	6.1104
ctg_1508	5416	126.4293	12.6429
ctg_941	16392	51.9611	5.1961
ctg_1331	53779	75.9209	7.5921
ctg_91	10415	139.3605	13.9361
ctg_1542	3748	27.3282	2.7328
ctg_698	14396	29.0711	2.9071
ctg_2230	54857	125.3274	12.5327
ctg_2133	3004	90.0867	9.0087
ctg_882	4706	15.5883	1.5588
ctg_2091	2350	104.7935	10.4793
ctg_527	10965	60.1626	6.0163
ctg_1198	5743	18.3007	1.8301
ctg_1349	42363	79.0883	7.9088
ctg_1276	43971	50.2151	5.0215
ctg_1060	32655	69.1634	6.9163
ctg_1543	2763	24.1505	2.4151
ctg_1169	18906	136.2077	13.6208
ctg_971	18442	132.3736	13.2374
ctg_2261	5486	143.7857	14.3786
ctg_147	48402	32.3362	3.2336
ctg_1229	6576	20.7629	2.0763
ctg_2132	3111	84.7313	8.4731
ctg_957	54636	75.4518	7.5452
ctg_218	54821	92.7698	9.277
ctg_1167	34948	137.1863	13.7186
ctg_754	7885	157.1372	15.7137
ctg_1500	5848	119.1975	11.9197
ctg_2249	55103	126.8671	12.6867
ctg_67	51995	58.0495	5.805
ctg_1291	53193	44.789	4.4789
ctg_2106	4523	113.4132	11.3413
ctg_268	57400	100.1923	10.0192
ctg_1179	49747	77.3032	7.7303
ctg_744	5351	134.1542	13.4154
ctg_87	13379	109.7975	10.9798
ctg_994	5444	14.9405	1.4941
ctg_2229	50058	113.4464	11.3446
ctg_770	12792	159.9736	15.9974
ctg_543	5213	55.5276	5.5528
ctg_1554	2967	23.7626	2.3763
ctg_1783	50984	106.5827	10.6583
ctg_326	63703	92.6461	9.2646
ctg_1318	55639	80.6323	8.0632
ctg_1438	14852	6.961	0.6961
ctg_2069	58309	40.1552	4.0155
ctg_1873	8549	19.5822	1.9582
ctg_2015	46186	142.9354	14.2935
ctg_1305	54551	50.3326	5.0333
ctg_1122	49339	10.9911	1.0991
ctg_694	11630	30.1281	3.0128
ctg_2019	49531	129.582	12.9582
ctg_659	8745	58.3554	5.8355
ctg_1648	4127	23.5291	2.3529
ctg_973	16053	101.8073	10.1807
ctg_263	50129	96.0466	9.6047
ctg_331	61813	87.5304	8.753
ctg_317	42257	85.1958	8.5196
ctg_1872	5011	20.2543	2.0254
ctg_2134	6409	99.2704	9.927
ctg_1993	5481	18.8009	1.8801
ctg_2117	2052	101.2051	10.1205
ctg_1568	2196	27.097	2.7097
ctg_567	6289	55.3262	5.5326
ctg_972	42361	114.6607	11.4661
ctg_397	13005	60.7066	6.0707
ctg_355	57264	90.0369	9.0037
ctg_59	51438	56.2618	5.6262
ctg_1981	20257	18.4947	1.8495
ctg_452	9954	56.8001	5.68
ctg_1299	49305	53.674	5.3674
ctg_2163	4693	85.2538	8.5254
ctg_1675	13309	100.6924	10.0692
ctg_205	49189	107.3641	10.7364
ctg_1351	51080	65.9971	6.5997
ctg_35	45789	59.3153	5.9315
ctg_1220	6276	21.7171	2.1717
ctg_2110	11451	103.3956	10.3396
ctg_1906	4304	82.2264	8.2226
ctg_1977	6640	15.6328	1.5633
ctg_896	10947	15.029	1.5029
ctg_779	5253	137.7422	13.7742
ctg_1237	5775	20.4918	2.0492
ctg_2107	4248	82.2438	8.2244
ctg_1485	5879	122.7385	12.2738
ctg_2168	4066	107.1233	10.7123
ctg_1251	6156	18.3185	1.8318
ctg_961	21951	57.7407	5.7741
ctg_678	18081	31.2516	3.1252
ctg_1045	5508	14.1837	1.4184
ctg_18	50265	70.5746	7.0575
ctg_1087	11121	136.6752	13.6675
ctg_2281	6660	82.8117	8.2812
ctg_1687	15181	88.6668	8.8667
ctg_228	49288	101.2736	10.1274
ctg_780	7343	139.2553	13.9255
ctg_1969	6621	19.9281	1.9928
ctg_1091	3981	130.6976	13.0698
ctg_1304	51677	53.4652	5.3465
ctg_1250	10027	22.7443	2.2744
ctg_1064	7926	130.0555	13.0055
ctg_1535	7996	25.6463	2.5646
ctg_1355	54480	77.8587	7.7859
ctg_1515	5726	130.9744	13.0974
ctg_121	50975	32.5549	3.2555
ctg_333	48403	80.168	8.0168
ctg_1326	41784	70.303	7.0303
ctg_1565	2926	27.6987	2.7699
ctg_929	14996	51.3192	5.1319
ctg_1128	50935	10.8268	1.0827
ctg_1939	4128	83.4371	8.3437
ctg_731	5755	153.5072	15.3507
ctg_1405	24145	48.9678	4.8968
ctg_152	36210	33.413	3.3413
ctg_1942	6805	83.9145	8.3915
ctg_301	40392	91.7154	9.1715
ctg_1293	51936	45.9338	4.5934
ctg_464	5305	47.1083	4.7108
ctg_1627	2368	28.2819	2.8282
ctg_1658	5167	27.99	2.799
ctg_312	46693	92.27	9.227
ctg_1433	9577	72.7085	7.2709
ctg_710	17092	30.0845	3.0084
ctg_894	23340	15.5896	1.559
ctg_915	14119	49.5184	4.9518
ctg_2167	7125	105.3269	10.5327
ctg_1988	6088	19.6831	1.9683
ctg_1953	2878	89.6125	8.9612
ctg_341	53808	86.1644	8.6164
ctg_1008	6300	13.3731	1.3373
ctg_1781	59341	123.4712	12.3471
ctg_1092	12564	149.164	14.9164
ctg_1205	5348	21.0707	2.1071
ctg_807	8047	122.5724	12.2572
ctg_1805	8277	20.9064	2.0906
ctg_954	9636	50.5347	5.0535
ctg_1970	16306	20.0043	2.0004
ctg_1236	6299	20.47	2.047
ctg_1807	6770	20.7112	2.0711
ctg_1505	5756	131.6444	13.1644
ctg_1334	57454	73.253	7.3253
ctg_902	5142	49.2538	4.9254
ctg_235	53309	76.8421	7.6842
ctg_890	15665	12.5672	1.2567
ctg_2138	2660	104.3605	10.4361
ctg_1226	7514	17.7424	1.7742
ctg_12	57828	61.7663	6.1766
ctg_966	9244	100.696	10.0696
ctg_56	53438	55.5572	5.5557
ctg_117	44999	31.1425	3.1143
ctg_1547	3148	28.6434	2.8643
ctg_1231	5069	23.3374	2.3337
ctg_715	18145	29.2826	2.9283
ctg_901	20482	49.4736	4.9474
ctg_2142	5278	119.7372	11.9737
ctg_465	11960	66.0794	6.6079
ctg_1752	49536	128.1049	12.8105
ctg_1858	6360	21.7133	2.1713
ctg_1197	5448	20.5252	2.0525
ctg_39	43779	57.1936	5.7194
ctg_1459	7142	7.1976	0.7198
ctg_1742	46814	117.4439	11.7444
ctg_1050	39929	88.6898	8.869
ctg_2164	3882	112.1086	11.2109
ctg_1183	6200	21.3051	2.1305
ctg_344	54814	83.3977	8.3398
ctg_1200	5419	20.4728	2.0473
ctg_1737	52005	116.1676	11.6168
ctg_1643	8022	28.1922	2.8192
ctg_650	5030	47.5735	4.7574
ctg_803	5164	143.6582	14.3658
ctg_1966	12841	171.0397	17.104
ctg_1415	2888	68.393	6.8393
ctg_627	6772	54.3619	5.4362
ctg_237	47801	88.1271	8.8127
ctg_51	53632	65.8963	6.5896
ctg_2250	51151	124.5587	12.4559
ctg_319	54111	71.1023	7.1102
ctg_63	51234	59.8078	5.9808
ctg_1085	10799	157.5319	15.7532
ctg_1631	3481	21.2029	2.1203
ctg_1670	2812	21.6588	2.1659
ctg_1923	2992	82.897	8.2897
ctg_206	59435	107.691	10.7691
ctg_2127	4199	96.437	9.6437
ctg_2212	46879	120.1664	12.0166
ctg_1117	48890	12.6723	1.2672
ctg_1222	9023	23.548	2.3548
ctg_1744	58106	120.6213	12.0621
ctg_1148	47060	16.0564	1.6056
ctg_1651	4440	22.5771	2.2577
ctg_229	56326	85.0075	8.5008
ctg_1052	51617	101.3129	10.1313
ctg_927	6797	50.5665	5.0567
ctg_1412	2304	65.8755	6.5876
ctg_1714	50030	6.5097	0.651
ctg_771	6414	144.4204	14.442
ctg_819	6373	134.1804	13.418
ctg_34	43658	50.5989	5.0599
ctg_843	7865	119.8404	11.984
ctg_846	55697	107.8681	10.7868
ctg_2141	18174	96.2776	9.6278
ctg_1380	49425	84.2823	8.4282
ctg_1700	8078	77.9169	7.7917
ctg_1211	6920	21.1704	2.117
ctg_1233	5816	21.334	2.1334
ctg_1929	2431	94.232	9.4232
ctg_1730	44109	128.934	12.8934
ctg_2013	56580	110.341	11.0341
ctg_1132	47355	17.0546	1.7055
ctg_1307	44358	53.4346	5.3435
ctg_55	44478	58.5276	5.8528
ctg_1059	54831	87.9327	8.7933
ctg_1782	56015	124.3646	12.4365
ctg_1892	11859	78.8056	7.8806
ctg_578	11012	65.7141	6.5714
ctg_980	55923	123.8907	12.3891
ctg_2063	42313	44.1328	4.4133
ctg_258	48957	98.6948	9.8695
ctg_851	6391	112.0075	11.2008
ctg_4	55199	65.617	6.5617
ctg_2145	4277	99.32	9.932
ctg_514	11838	53.409	5.3409
ctg_1513	5348	121.9736	12.1974
ctg_396	9355	74.4653	7.4465
ctg_1564	3326	26.8652	2.6865
ctg_590	7566	64.6541	6.4654
ctg_586	5405	67.7045	6.7705
ctg_2121	10823	126.4739	12.6474
ctg_225	45680	97.638	9.7638
ctg_1105	10774	138.295	13.8295
ctg_2075	51130	30.6229	3.0623
ctg_1698	5755	78.3497	7.835
ctg_1963	48111	143.8832	14.3883
ctg_2236	49612	97.5728	9.7573
ctg_580	7025	58.2	5.82
ctg_2258	56408	111.5891	11.1589
ctg_188	41750	117.3332	11.7333
ctg_2000	47284	125.6107	12.5611
ctg_432	7501	44.4158	4.4416
ctg_10	57439	70.2605	7.0261
ctg_1269	8814	139.9337	13.9934
ctg_82	6900	138.7703	13.877
ctg_2295	6253	108.9932	10.8993
ctg_488	12100	59.0249	5.9025
ctg_913	5864	52.5263	5.2526
ctg_2072	42054	32.2108	3.2211
ctg_2062	52325	35.0423	3.5042
ctg_2264	2454	97.2177	9.7218
ctg_2053	54925	32.7585	3.2759
ctg_965	5812	111.8864	11.1886
ctg_371	52154	94.7521	9.4752
ctg_112	46440	31.1916	3.1192
ctg_1649	2308	23.2243	2.3224
ctg_609	5304	61.5392	6.1539
ctg_266	44396	106.8223	10.6822
ctg_77	54252	65.9234	6.5923
ctg_2079	45013	36.846	3.6846
ctg_106	52496	27.6326	2.7633
ctg_555	5454	60.5642	6.0564
ctg_511	12796	61.0486	6.1049
ctg_299	47473	101.677	10.1677
ctg_1074	6357	150.0868	15.0087
ctg_2214	53918	127.6784	12.7678
ctg_161	50010	30.9727	3.0973
ctg_1021	4082	14.1842	1.4184
ctg_1146	49009	15.2675	1.5268
ctg_891	13771	15.1673	1.5167
ctg_1296	53449	49.3897	4.939
ctg_2108	2751	95.436	9.5436
ctg_504	6375	53.167	5.3167
ctg_367	46506	86.5772	8.6577
ctg_815	5658	143.3937	14.3394
ctg_1883	8056	23.2722	2.3272
ctg_750	7076	118.4681	11.8468
ctg_2227	55846	131.8573	13.1857
ctg_1976	12719	18.6836	1.8684
ctg_2155	5137	94.0674	9.4067
ctg_1475	3982	8.0849	0.8085
ctg_601	7083	55.0996	5.51
ctg_682	21232	25.5475	2.5547
ctg_1245	7083	18.8062	1.8806
ctg_1315	49611	66.2541	6.6254
ctg_111	51614	31.7698	3.177
ctg_1729	43436	113.3496	11.335
ctg_689	14050	29.257	2.9257
ctg_824	6974	143.5138	14.3514
ctg_1711	54923	6.1767	0.6177
ctg_598	5529	62.7059	6.2706
ctg_643	20085	59.5873	5.9587
ctg_2233	48154	99.2103	9.921
ctg_585	6331	48.6983	4.8698
ctg_2221	52531	122.1957	12.2196
ctg_447	10315	52.7744	5.2774
ctg_1461	2633	7.3178	0.7318
ctg_1862	7703	18.3603	1.836
ctg_861	9860	108.1013	10.8101
ctg_1345	50566	85.2981	8.5298
ctg_1395	51086	82.5178	8.2518
ctg_982	9404	116.7615	11.6761
ctg_763	13663	138.2626	13.8263
ctg_410	9896	62.4292	6.2429
ctg_658	10074	60.4376	6.0438
ctg_144	50526	33.2954	3.3295
ctg_1703	11468	89.4704	8.947
ctg_2014	46413	143.451	14.3451
ctg_630	7355	52.6289	5.2629
ctg_910	2536	48.3036	4.8304
ctg_2224	44015	117.5352	11.7535
ctg_1327	51519	82.2384	8.2238
ctg_583	15159	59.2767	5.9277
ctg_1444	3885	8.0825	0.8083
ctg_959	50408	64.2496	6.425
ctg_145	52898	29.5691	2.9569
ctg_60	44089	66.1092	6.6109
ctg_2039	42564	71.0567	7.1057
ctg_596	17884	65.0001	6.5
ctg_1749	56827	98.7935	9.8793
ctg_717	18858	31.4425	3.1443
ctg_1499	7077	134.6128	13.4613
ctg_2287	6206	102.2546	10.2255
ctg_707	21043	34.5277	3.4528
ctg_1329	41151	75.2266	7.5227
ctg_280	52473	87.5462	8.7546
ctg_1959	57078	149.5095	14.9509
ctg_1591	2180	29.3782	2.9378
ctg_938	6269	46.918	4.6918
ctg_169	54617	32.19	3.219
ctg_1809	6526	20.8105	2.0811
ctg_944	4033	49.7076	4.9708
ctg_1788	39147	97.7758	9.7776
ctg_762	6541	137.0588	13.7059
ctg_46	47554	63.5485	6.3549
ctg_125	55031	24.3838	2.4384
ctg_322	43950	89.2343	8.9234
ctg_687	15166	29.6734	2.9673
ctg_216	54160	57.5236	5.7524
ctg_842	56329	108.5225	10.8523
ctg_995	2167	12.7635	1.2763
ctg_1539	2837	24.2847	2.4285
ctg_943	12935	41.5551	4.1555
ctg_1845	5168	20.7262	2.0726
ctg_314	50843	95.4178	9.5418
ctg_122	54384	32.7747	3.2775
ctg_2165	3209	96.9689	9.6969
ctg_644	6065	53.9791	5.3979
ctg_232	44164	78.6302	7.863
ctg_739	5151	167.284	16.7284
ctg_445	7711	56.6207	5.6621
ctg_553	10259	54.2961	5.4296
ctg_342	51331	97.3902	9.739
ctg_415	6103	60.2451	6.0245
ctg_124	49227	29.5129	2.9513
ctg_888	44386	13.1926	1.3193
ctg_2088	11497	84.055	8.4055
ctg_701	15915	24.6462	2.4646
ctg_1860	6684	19.5632	1.9563
ctg_1462	4009	7.0421	0.7042
ctg_1431	2228	67.2346	6.7235
ctg_1516	6197	116.6267	11.6627
ctg_1575	4605	23.756	2.3756
ctg_979	15433	120.2793	12.0279
ctg_1288	47774	49.513	4.9513
ctg_375	58049	92.6483	9.2648
ctg_996	12465	14.3398	1.434
ctg_1688	7148	87.116	8.7116
ctg_781	6531	140.0194	14.0019
ctg_120	51970	30.547	3.0547
ctg_1017	15726	14.22	1.422
ctg_1619	3068	23.1157	2.3116
ctg_114	45872	31.9953	3.1995
ctg_1436	5765	7.7673	0.7767
ctg_1471	8133	8.2995	0.8299
ctg_1048	54038	92.749	9.2749
ctg_365	56919	90.1578	9.0158
ctg_1608	10520	25.8789	2.5879
ctg_706	21111	29.2167	2.9217
ctg_736	5092	142.8406	14.2841
ctg_1556	3268	25.4807	2.5481
ctg_568	7013	58.0875	5.8087
ctg_691	13149	27.5254	2.7525
ctg_2180	10965	114.1212	11.4121
ctg_1325	49532	69.6459	6.9646
ctg_1247	6577	22.1099	2.211
ctg_798	7450	163.7852	16.3785
ctg_753	5087	169.3886	16.9389
ctg_2102	7053	109.7385	10.9738
ctg_1609	6419	26.8964	2.6896
ctg_539	12766	60.1764	6.0176
ctg_1739	49825	119.7141	11.9714
ctg_461	6759	55.3248	5.5325
ctg_1388	49913	68.0811	6.8081
ctg_1839	5002	20.4243	2.0424
ctg_1498	5486	137.9692	13.7969
ctg_1818	5089	15.791	1.5791
ctg_806	7591	119.0125	11.9012
ctg_839	38844	107.0874	10.7087
ctg_2251	43190	126.5404	12.654
ctg_300	56300	68.9246	6.8925
ctg_1801	7049	18.4635	1.8464
ctg_1580	2568	26.104	2.6104
ctg_528	10517	55.0923	5.5092
ctg_2293	5752	115.3198	11.532
ctg_1735	37934	117.7027	11.7703
ctg_1479	4317	7.5801	0.758
ctg_291	54282	101.1675	10.1167
ctg_1603	2791	27.0542	2.7054
ctg_119	56434	30.5213	3.0521
ctg_1284	57319	42.5723	4.2572
ctg_928	27485	48.1648	4.8165
ctg_1903	7194	88.2061	8.8206
ctg_1408	9642	66.8975	6.6898
ctg_1273	44538	55.4351	5.5435
ctg_513	10791	50.6646	5.0665
ctg_1156	53989	143.0828	14.3083
ctg_385	10161	82.5953	8.2595
ctg_1009	9799	14.2948	1.4295
ctg_1196	5589	21.0294	2.1029
ctg_892	6807	12.9071	1.2907
ctg_1553	2990	28.5885	2.8589
ctg_372	49905	89.5581	8.9558
ctg_2017	43063	110.7076	11.0708
ctg_1249	7366	21.6091	2.1609
ctg_2018	50801	137.7483	13.7748
ctg_1093	12616	131.2684	13.1268
ctg_651	10354	60.8792	6.0879
ctg_136	43708	28.9835	2.8984
ctg_1253	11491	21.0092	2.1009
ctg_379	46533	93.2377	9.3238
ctg_1855	5099	22.1728	2.2173
ctg_329	50248	93.3569	9.3357
ctg_1285	49360	52.4546	5.2455
ctg_517	6164	50.5381	5.0538
ctg_1759	52438	102.5023	10.2502
ctg_189	48973	124.5937	12.4594
ctg_1812	6146	21.2939	2.1294
ctg_1983	14440	18.2154	1.8215
ctg_1732	22867	116.8901	11.689
ctg_308	55211	91.4993	9.1499
ctg_838	51112	129.4707	12.9471
ctg_1004	10870	13.1217	1.3122
ctg_467	5487	66.0984	6.6098
ctg_1808	5116	19.992	1.9992
ctg_629	5361	43.4316	4.3432
ctg_137	44656	27.0659	2.7066
ctg_1867	5899	21.3569	2.1357
ctg_948	5064	52.0176	5.2018
ctg_542	5884	57.7425	5.7742
ctg_1130	43870	14.7572	1.4757
ctg_2094	4217	102.1923	10.2192
ctg_1151	50057	129.6247	12.9625
ctg_1012	2654	10.739	1.0739
ctg_540	5848	58.8405	5.8841
ctg_58	47042	67.5517	6.7552
ctg_1038	10939	13.7986	1.3799
ctg_657	6522	46.3071	4.6307
ctg_1206	5327	22.1226	2.2123
ctg_248	52241	94.1159	9.4116
ctg_1949	3637	75.645	7.5645
ctg_240	47874	89.3255	8.9325
ctg_2245	54206	116.9158	11.6916
ctg_1187	5226	23.5749	2.3575
ctg_1397	61334	74.6979	7.4698
ctg_563	6052	59.3234	5.9323
ctg_1013	7718	13.6403	1.364
ctg_986	11989	120.4302	12.043
ctg_1707	5749	79.8495	7.985
ctg_2045	45478	38.6333	3.8633
ctg_840	3264	120.5772	12.0577
ctg_790	7217	168.1304	16.813
ctg_1598	2632	26.4823	2.6482
ctg_1796	5491	20.886	2.0886
ctg_624	5644	58.0602	5.806
ctg_1758	48365	124.347	12.4347
ctg_1834	5256	19.3268	1.9327
ctg_2037	55538	18.0077	1.8008
ctg_129	52103	32.5658	3.2566
ctg_1958	44798	151.7107	15.1711
ctg_692	12966	23.6546	2.3655
ctg_1829	7280	18.825	1.8825
ctg_463	14748	53.1409	5.3141
ctg_1131	48462	13.2214	1.3221
ctg_709	17473	26.9279	2.6928
ctg_1672	5752	19.4647	1.9465
ctg_1214	5436	22.1846	2.2185
ctg_1851	5995	15.758	1.5758
ctg_2183	5629	101.7879	10.1788
ctg_897	5923	54.525	5.4525
ctg_126	54562	33.1476	3.3148
ctg_182	53499	94.2061	9.4206
ctg_756	5169	125.6345	12.5635
ctg_395	5380	61.6861	6.1686
ctg_857	24352	132.8582	13.2858
ctg_1770	51533	129.7163	12.9716
ctg_1938	7153	86.0549	8.6055
ctg_760	5102	159.6283	15.9628
ctg_1633	2012	27.4269	2.7427
ctg_521	9739	52.7973	5.2797
ctg_1662	5498	22.9963	2.2996
ctg_765	5473	127.8663	12.7866
ctg_704	27423	31.6712	3.1671
ctg_1926	5872	74.1858	7.4186
ctg_433	7332	52.2421	5.2242
ctg_2220	47534	106.6395	10.664
ctg_782	5917	145.7333	14.5733
ctg_109	50805	28.9613	2.8961
ctg_2043	4210	48.6249	4.8625
ctg_2041	48854	42.3892	4.2389
ctg_1984	17474	20.1319	2.0132
ctg_1243	5686	22.271	2.2271
ctg_2025	42995	127.4139	12.7414
ctg_22	47424	62.9897	6.299
ctg_9	58303	67.2968	6.7297
ctg_85	7128	144.2269	14.4227
ctg_676	16351	31.594	3.1594
ctg_399	7255	67.8049	6.7805
ctg_2071	53530	35.4856	3.5486
ctg_123	38990	33.6669	3.3667
ctg_887	10602	13.4281	1.3428
ctg_94	8130	119.5816	11.9582
ctg_593	8850	62.5166	6.2517
ctg_1037	6887	12.2045	1.2204
ctg_2067	48190	36.2648	3.6265
